Name,SecId,ISIN,"Inception 
Date","Monthly Return 
2022-10 
ZAR","Return (Day to Day) 
2022-10-01 
to 2022-11-01 
ZAR","Daily Return Index 
2022-09-30 
ZAR","Daily Return Index 
2022-10-01 
ZAR","Daily Return Index 
2022-10-02 
ZAR","Daily Return Index 
2022-10-03 
ZAR","Daily Return Index 
2022-10-04 
ZAR","Daily Return Index 
2022-10-05 
ZAR","Daily Return Index 
2022-10-06 
ZAR","Daily Return Index 
2022-10-07 
ZAR","Daily Return Index 
2022-10-08 
ZAR","Daily Return Index 
2022-10-09 
ZAR","Daily Return Index 
2022-10-10 
ZAR","Daily Return Index 
2022-10-11 
ZAR","Daily Return Index 
2022-10-12 
ZAR","Daily Return Index 
2022-10-13 
ZAR","Daily Return Index 
2022-10-14 
ZAR","Daily Return Index 
2022-10-15 
ZAR","Daily Return Index 
2022-10-16 
ZAR","Daily Return Index 
2022-10-17 
ZAR","Daily Return Index 
2022-10-18 
ZAR","Daily Return Index 
2022-10-19 
ZAR","Daily Return Index 
2022-10-20 
ZAR","Daily Return Index 
2022-10-21 
ZAR","Daily Return Index 
2022-10-22 
ZAR","Daily Return Index 
2022-10-23 
ZAR","Daily Return Index 
2022-10-24 
ZAR","Daily Return Index 
2022-10-25 
ZAR","Daily Return Index 
2022-10-26 
ZAR","Daily Return Index 
2022-10-27 
ZAR","Daily Return Index 
2022-10-28 
ZAR","Daily Return Index 
2022-10-29 
ZAR","Daily Return Index 
2022-10-30 
ZAR","Daily Return Index 
2022-10-31 
ZAR","Daily Return Index 
2022-11-01 
ZAR",P/B Ratio (TTM) (Long),P/B Ratio (TTM) (Short),P/C Ratio (TTM) (Long),P/C Ratio (TTM) (Short),P/E Ratio (TTM) (Long),"Dividend 
YTD",Dividend Yield (Long)
Ninety One SA Equity F,F00000YZE4,ZAE000244034,15/05/2017,4.094,5.6568,1.4549,1.4549,1.4549,1.4578,1.5006,1.494,1.5071,1.49,1.49,1.49,1.4903,1.4731,1.4786,1.4709,1.4815,1.4815,1.4815,1.5066,1.5176,1.4908,1.4853,1.4962,1.4962,1.4962,1.4625,1.4885,1.5172,1.519,1.5094,1.5094,1.5094,1.5145,1.5372,1.66,,10.23,,11.94,0.02,0.04
Ninety One SA Equity G,F00000X9O4,ZAE000218236,20/05/2016,3.969,5.5222,1.4025,1.4025,1.4025,1.4051,1.4464,1.4399,1.4524,1.4359,1.4359,1.4359,1.436,1.4195,1.4247,1.4172,1.4273,1.4273,1.4273,1.4515,1.4619,1.436,1.4307,1.4411,1.4411,1.4411,1.4085,1.4335,1.4611,1.4628,1.4534,1.4534,1.4534,1.4582,1.48,1.66,,10.23,,11.94,0.01,0.04
Ninety One SA Equity Z,F00000X9O5,ZAE000214672,20/05/2016,4.1241,5.6814,1.5644,1.5644,1.5644,1.5674,1.6135,1.6065,1.6205,1.6023,1.6023,1.6023,1.6025,1.5841,1.5901,1.5818,1.5931,1.5931,1.5931,1.6203,1.632,1.6032,1.5973,1.6091,1.6091,1.6091,1.5728,1.6008,1.6318,1.6337,1.6234,1.6234,1.6234,1.6289,1.6533,1.66,,10.23,,11.94,0.02,0.04
Ninety One Value A,F000002CZS,ZAE000024154,02/05/2000,3.0375,2.8983,25.3946,25.3946,25.3946,25.5759,26.0394,26.2116,26.0968,25.9394,25.9394,25.9394,25.8087,25.6017,25.6068,25.5899,25.6726,25.6726,25.6726,25.0682,25.2854,25.0381,24.8639,25.2064,25.2064,25.2064,25.1393,25.4017,25.7256,26.2981,26.0448,26.0448,26.0448,26.166,26.1306,0.86,7.13,4.85,21.92,9.21,0.11,0.05
Ninety One Value B,F000002CN5,ZAE000046785,01/04/2003,3.0373,2.898,23.5791,23.5791,23.5791,23.7473,24.1777,24.3376,24.231,24.0849,24.0849,24.0849,23.9635,23.7713,23.776,23.7603,23.8371,23.8371,23.8371,23.2759,23.4777,23.248,23.0863,23.4042,23.4042,23.4042,23.3419,23.5855,23.8863,24.4178,24.1827,24.1827,24.1827,24.2952,24.2624,0.86,7.13,4.85,21.92,9.21,0.11,0.05
Ninety One Value C,F000002RLW,ZAE000037867,01/04/2002,2.9519,2.8105,19.9665,19.9665,19.9665,20.1073,20.4712,20.6061,20.5153,20.3909,20.3909,20.3909,20.2865,20.1233,20.1268,20.113,20.1775,20.1775,20.1775,19.7008,19.871,19.6761,19.5387,19.8072,19.8072,19.8072,19.7529,19.9585,20.2126,20.6618,20.4623,20.4623,20.4623,20.5558,20.5276,0.86,7.13,4.85,21.92,9.21,,0.05
Ninety One Value D,F000002RLX,ZAE000126884,01/10/2008,2.9268,2.7841,17.3086,17.3086,17.3086,17.4302,17.7455,17.8623,17.7835,17.6755,17.6755,17.6755,17.5847,17.443,17.4459,17.4338,17.4895,17.4895,17.4895,17.076,17.2234,17.0543,16.9351,17.1677,17.1677,17.1677,17.1202,17.2983,17.5183,17.9076,17.7345,17.7345,17.7345,17.8152,17.7905,0.86,7.13,4.85,21.92,9.21,,0.05
Ninety One Value E,F00000X238,ZAE000216578,01/04/2016,3.0803,2.9432,20.8602,20.8602,20.8602,21.0093,21.3905,21.5322,21.4385,21.3095,21.3095,21.3095,21.2033,21.0336,21.0382,21.0247,21.0929,21.0929,21.0929,20.5976,20.7762,20.5732,20.4302,20.7116,20.7116,20.7116,20.6571,20.8729,21.1394,21.61,21.4022,21.4022,21.4022,21.5027,21.4741,0.86,7.13,4.85,21.92,9.21,0.25,0.05
Ninety One Value G,F00000X239,ZAE000216586,01/04/2016,3.0456,2.9075,20.2095,20.2095,20.2095,20.3543,20.7233,20.8605,20.7694,20.6442,20.6442,20.6442,20.5405,20.3758,20.38,20.3666,20.4325,20.4325,20.4325,19.9519,20.1248,19.9278,19.789,20.0614,20.0614,20.0614,20.0078,20.2166,20.4745,20.9299,20.7284,20.7284,20.7284,20.825,20.7971,0.86,7.13,4.85,21.92,9.21,0.19,0.05
Ninety One Value H,F00000OVLO,ZAE000171575,01/10/2012,3.0773,2.9395,20.4688,20.4688,20.4688,20.6156,20.9894,21.1285,21.0363,20.9097,20.9097,20.9097,20.8051,20.6385,20.6429,20.6296,20.6964,20.6964,20.6964,20.2099,20.3854,20.1862,20.0461,20.3223,20.3223,20.3223,20.269,20.4808,20.7424,21.2042,21.0002,21.0002,21.0002,21.0987,21.0705,0.86,7.13,4.85,21.92,9.21,0.33,0.05
Ninety One Value I,F00000OVLR,ZAE000171757,01/10/2012,3.0961,2.9592,20.9514,20.9514,20.9514,21.1008,21.4837,21.6262,21.5319,21.4025,21.4025,21.4025,21.296,21.1256,21.1303,21.1168,21.1854,21.1854,21.1854,20.6879,20.8676,20.6639,20.5207,20.8037,20.8037,20.8037,20.7496,20.9665,21.2344,21.7074,21.4987,21.4987,21.4987,21.6001,21.5714,0.86,7.13,4.85,21.92,9.21,0.37,0.05
Ninety One Value J,F00000X23A,ZAE000216594,01/04/2016,3.1046,2.9684,21.2243,21.2243,21.2243,21.3763,21.7643,21.9087,21.8135,21.6824,21.6824,21.6824,21.5749,21.4024,21.4072,21.3935,21.4632,21.4632,21.4632,20.9597,21.1417,20.9351,20.7898,21.0764,21.0764,21.0764,21.0214,21.2412,21.5126,21.9916,21.7803,21.7803,21.7803,21.8832,21.8543,0.86,7.13,4.85,21.92,9.21,0.28,0.05
Ninety One Value R,F000002CMX,ZAE000020301,02/05/1997,3.0897,2.9526,33.7838,33.7838,33.7838,34.0253,34.6427,34.8726,34.721,34.5121,34.5121,34.5121,34.3405,34.0656,34.0731,34.0513,34.1619,34.1619,34.1619,33.3601,33.6496,33.3207,33.0892,33.5453,33.5453,33.5453,33.4573,33.8069,34.2386,35.0009,34.6644,34.6644,34.6644,34.8276,34.7813,0.86,7.13,4.85,21.92,9.21,0.26,0.05
Ninety One Value Z,F000002RLY,ZAE000065314,01/04/2005,3.1858,3.0522,30.16,30.16,30.16,30.3773,30.9294,31.1356,31.0011,30.8157,30.8157,30.8157,30.6652,30.4208,30.4284,30.4099,30.5098,30.5098,30.5098,29.7965,30.0559,29.7631,29.5574,29.9656,29.9656,29.9656,29.8899,30.2031,30.5898,31.2717,30.9722,30.9722,30.9722,31.1208,31.0805,0.86,7.13,4.85,21.92,9.21,0.4,0.05
Noble PP BCI Property A,F00001EHQC,ZAE000309357,12/09/2022,4.5321,4.9599,0.9359,0.9359,0.9359,0.9297,0.9402,0.943,0.9509,0.9477,0.9477,0.9477,0.9476,0.9406,0.9357,0.9394,0.9425,0.9425,0.9425,0.9471,0.9456,0.9581,0.9644,0.954,0.954,0.954,0.9508,0.9551,0.9593,0.9721,0.9762,0.9762,0.9762,0.9783,0.9823,0.84,,12.52,,11.41,0.02,0.07
Noble PP BCI Property B,F00001EF68,ZAE000309365,02/09/2022,4.5801,5.008,0.9379,0.9379,0.9379,0.9317,0.9422,0.9451,0.953,0.9498,0.9498,0.9498,0.9498,0.9428,0.9378,0.9415,0.9447,0.9447,0.9447,0.9494,0.9479,0.9604,0.9667,0.9563,0.9563,0.9563,0.9532,0.9575,0.9617,0.9745,0.9787,0.9787,0.9787,0.9809,0.9849,0.84,,12.52,,11.41,0.02,0.07
Northstar BCI Equity A1,F00000Z6OM,ZAE000245973,03/07/2017,4.6976,6.2932,10.5503,10.5503,10.5503,10.5605,10.8486,10.811,10.9083,10.8271,10.8271,10.8271,10.8059,10.7519,10.7075,10.6206,10.8143,10.8143,10.8143,10.8781,11.0456,10.8521,10.7384,10.7334,10.7334,10.7334,10.6972,10.7108,10.9462,11.0473,11.0085,11.0085,11.0085,11.0459,11.2142,1.41,,7.69,,11.54,0.14,0.04
Northstar BCI Equity A2,F00001499H,ZAE000278487,01/10/2019,4.706,6.3023,9.9142,9.9142,9.9142,9.924,10.1945,10.1592,10.2506,10.1743,10.1743,10.1743,10.1546,10.1037,10.0621,9.9804,10.1625,10.1625,10.1625,10.2227,10.3801,10.1984,10.0914,10.0868,10.0868,10.0868,10.0529,10.0656,10.2867,10.3818,10.3454,10.3454,10.3454,10.3807,10.539,1.41,,7.69,,11.54,0.15,0.04
Northstar BCI Equity B,F00000ZA66,ZAE000245981,03/07/2017,4.6861,6.2811,10.5178,10.5178,10.5178,10.5281,10.8149,10.7775,10.8745,10.7934,10.7934,10.7934,10.7722,10.7182,10.6739,10.5873,10.7803,10.7803,10.7803,10.844,11.0109,10.818,10.7046,10.6996,10.6996,10.6996,10.6635,10.6767,10.9113,11.012,10.9733,10.9733,10.9733,11.0107,11.1784,1.41,,7.69,,11.54,0.14,0.04
Oasis Crescent Equity A,F000002D2S,ZAE000023107,31/07/1998,4.0515,3.8236,17.0084,17.0084,17.0084,16.9969,17.2587,17.388,17.3692,17.3989,17.3989,17.3989,17.1017,17.0366,17.0837,17.0661,17.0812,17.0812,17.0812,17.1756,17.3591,17.2857,17.1819,17.1548,17.1548,17.1548,17.2514,17.2887,17.425,17.527,17.4903,17.4903,17.4903,17.6975,17.6587,1.38,,8.63,,14.05,0.01,0.04
Oasis Crescent Equity B,F00000OBNG,ZAE000134425,31/03/2009,4.1024,3.8759,14.4281,14.4281,14.4281,14.419,14.6413,14.7512,14.7356,14.7609,14.7609,14.7609,14.5095,14.4545,14.4947,14.48,14.493,14.493,14.493,14.5738,14.7298,14.6677,14.5799,14.5571,14.5571,14.5571,14.6398,14.6716,14.7875,14.8743,14.8434,14.8434,14.8434,15.02,14.9873,1.38,,8.63,,14.05,0.05,0.04
Oasis Crescent Equity C,F00000OBNH,ZAE000134433,31/03/2009,4.2043,3.9809,17.6062,17.6062,17.6062,17.5968,17.8687,18.0034,17.9848,18.0164,18.0164,18.0164,17.7112,17.6446,17.6942,17.6768,17.6933,17.6933,17.6933,17.7936,17.9846,17.9094,17.8027,17.7754,17.7754,17.7754,17.8781,17.9175,18.0596,18.1662,18.1291,18.1291,18.1291,18.3464,18.3071,1.38,,8.63,,14.05,0.15,0.04
Oasis Crescent Equity D,F00000OBNI,ZAE000134441,31/03/2009,4.1024,3.876,17.9928,17.9928,17.9928,17.9814,18.2587,18.3958,18.3762,18.4079,18.4079,18.4079,18.0943,18.0257,18.0758,18.0575,18.0737,18.0737,18.0737,18.1746,18.369,18.2916,18.1821,18.1537,18.1537,18.1537,18.2568,18.2965,18.441,18.5493,18.5108,18.5108,18.5108,18.7309,18.6901,1.38,,8.63,,14.05,0.05,0.04
Oasis Crescent International FF A,F000002CYV,ZAE000033296,28/09/2001,9.4311,8.5599,6.2739,6.2739,6.2739,6.1785,6.2427,6.4847,6.467,6.4894,6.4894,6.4894,6.3381,6.2811,6.3488,6.3085,6.4275,6.4275,6.4275,6.2877,6.4638,6.5162,6.4531,6.5045,6.5045,6.5045,6.6768,6.6336,6.6117,6.6349,6.6881,6.6881,6.6881,6.8656,6.8109,1.76,,9.29,,15.47,0.04,0.03
Oasis Crescent International FF B,F00000OBNL,ZAE000134458,31/03/2009,9.4884,8.6183,6.6089,6.6089,6.6089,6.5089,6.5767,6.8317,6.8131,6.8369,6.8369,6.8369,6.6778,6.6179,6.6893,6.6469,6.7724,6.7724,6.7724,6.6254,6.811,6.8664,6.8,6.8543,6.8543,6.8543,7.0362,6.9908,6.9678,6.9923,7.0485,7.0485,7.0485,7.2359,7.1784,1.76,,9.29,,15.47,0.06,0.03
Oasis Crescent International FF C,F00000OBNM,ZAE000134466,31/03/2009,9.4884,8.6185,6.7974,6.7974,6.7974,6.6946,6.7643,7.0266,7.0075,7.032,7.032,7.032,6.8683,6.8067,6.8801,6.8365,6.9656,6.9656,6.9656,6.8144,7.0053,7.0623,6.994,7.0498,7.0498,7.0498,7.2369,7.1902,7.1666,7.1918,7.2496,7.2496,7.2496,7.4424,7.3832,1.76,,9.29,,15.47,0.06,0.03
Oasis Crescent International FF D,F00000OBNN,ZAE000146015,06/04/2010,9.4884,8.6182,6.4655,6.4655,6.4655,6.3677,6.434,6.6835,6.6653,6.6886,6.6886,6.6886,6.5329,6.4743,6.5442,6.5027,6.6255,6.6255,6.6255,6.4817,6.6633,6.7174,6.6524,6.7056,6.7056,6.7056,6.8836,6.8391,6.8166,6.8406,6.8956,6.8956,6.8956,7.0789,7.0227,1.76,,9.29,,15.47,0.06,0.03
Oasis Crescent Intl Property Equity FF A,F000002D28,ZAE000096442,30/04/2007,8.4069,7.0513,2.0747,2.0747,2.0747,2.0941,2.1033,2.1649,2.1179,2.1065,2.1065,2.1065,2.0753,2.0442,2.0817,2.0578,2.0922,2.0922,2.0922,2.0497,2.1376,2.1544,2.096,2.1052,2.1052,2.1052,2.1384,2.1204,2.1722,2.1747,2.2144,2.2144,2.2144,2.2491,2.221,,,,,,0.03,
Oasis Crescent Intl Property Equity FF B,F00000OBNO,ZAE000134474,31/03/2009,8.4588,7.1048,2.0265,2.0265,2.0265,2.0456,2.0546,2.1148,2.069,2.0579,2.0579,2.0579,2.0275,1.9971,2.0338,2.0104,2.0441,2.0441,2.0441,2.0026,2.0886,2.105,2.048,2.057,2.057,2.057,2.0895,2.072,2.1226,2.1252,2.164,2.164,2.164,2.198,2.1705,,,,,,0.03,
Oasis Crescent Intl Property Equity FF C,F00000OBNP,ZAE000134557,31/03/2009,8.4588,7.1047,2.0792,2.0792,2.0792,2.0988,2.108,2.1698,2.1228,2.1114,2.1114,2.1114,2.0802,2.049,2.0866,2.0627,2.0973,2.0973,2.0973,2.0547,2.1428,2.1597,2.1012,2.1105,2.1105,2.1105,2.1438,2.1258,2.1778,2.1804,2.2202,2.2202,2.2202,2.2551,2.2269,,,,,,0.03,
Oasis Crescent Intl Property Equity FF D,F00000OBNQ,ZAE000146023,06/04/2010,8.4588,7.1046,2.0985,2.0985,2.0985,2.1183,2.1276,2.1899,2.1424,2.1309,2.1309,2.1309,2.0995,2.0681,2.106,2.0818,2.1167,2.1167,2.1167,2.0737,2.1627,2.1798,2.1207,2.1301,2.1301,2.1301,2.1637,2.1456,2.198,2.2006,2.2408,2.2408,2.2408,2.276,2.2476,,,,,,0.03,
Oasis General Equity A,F000002D1E,ZAE000033312,28/09/2001,3.9429,4.0144,13.6798,13.6798,13.6798,13.7509,14.0003,13.8802,13.9017,13.9108,13.9108,13.9108,13.757,13.746,13.7304,13.7587,13.6993,13.6993,13.6993,14.03,14.0395,14.0086,13.9601,13.875,13.875,13.875,13.8017,13.9726,14.2292,14.2936,14.2131,14.2131,14.2131,14.2191,14.2289,1.2,,6.87,,11.65,0.02,0.05
Oasis General Equity B,F00000OBNX,ZAE000134581,31/03/2009,3.9919,4.0651,11.7728,11.7728,11.7728,11.8344,12.0492,11.946,11.9647,11.9728,11.9728,11.9728,11.8409,11.8317,11.8184,11.8429,11.792,11.792,11.792,12.0773,12.0856,12.0591,12.0176,11.9446,11.9446,11.9446,11.882,12.0294,12.2504,12.3061,12.237,12.237,12.237,12.2428,12.2514,1.2,,6.87,,11.65,0.05,0.05
Oasis General Equity C,F00000OBNY,ZAE000134599,31/03/2009,4.0905,4.167,14.2327,14.2327,14.2327,14.3081,14.5683,14.444,14.467,14.4772,14.4772,14.4772,14.3191,14.3084,14.2928,14.3229,14.2618,14.2618,14.2618,14.6082,14.6187,14.5872,14.5374,14.4495,14.4495,14.4495,14.3752,14.5539,14.8219,14.8897,14.8065,14.8065,14.8065,14.8149,14.8258,1.2,,6.87,,11.65,0.13,0.05
Oasis General Equity D,F00000OBNZ,ZAE000134623,31/03/2009,3.9919,4.0651,14.4137,14.4137,14.4137,14.4891,14.7521,14.6258,14.6487,14.6585,14.6585,14.6585,14.4971,14.4858,14.4695,14.4995,14.4372,14.4372,14.4372,14.7865,14.7967,14.7643,14.7135,14.624,14.624,14.624,14.5474,14.7278,14.9985,15.0666,14.982,14.982,14.982,14.9891,14.9996,1.2,,6.87,,11.65,0.05,0.05
Oasis Property Equity A,F000002CY9,ZAE000026688,28/09/2000,7.2222,6.9933,7.57,7.57,7.57,7.5521,7.6863,7.6341,7.6776,7.749,7.749,7.749,7.789,7.7332,7.6903,7.7753,7.8258,7.8258,7.8258,7.9867,7.9806,7.9533,7.9659,7.8696,7.8696,7.8696,7.9164,7.9946,8.0757,8.2173,8.131,8.131,8.131,8.1167,8.0994,0.63,,,,8.12,0.1,0.08
Oasis Property Equity B,F00000OBO3,ZAE000134680,31/03/2009,7.2745,7.047,4.9291,4.9291,4.9291,4.9177,5.0052,4.9712,4.9996,5.0462,5.0462,5.0462,5.0725,5.0362,5.0084,5.0638,5.0968,5.0968,5.0968,5.2018,5.1979,5.1802,5.1885,5.1258,5.1258,5.1258,5.1566,5.2076,5.2605,5.3529,5.2967,5.2967,5.2967,5.2876,5.2764,0.63,,,,8.12,0.1,0.08
Oasis Property Equity C,F00000OBO5,ZAE000134698,31/03/2009,7.3806,7.1563,6.1426,6.1426,6.1426,6.129,6.2382,6.1961,6.2317,6.29,6.29,6.29,6.3234,6.2783,6.2438,6.3131,6.3544,6.3544,6.3544,6.486,6.4813,6.4595,6.47,6.3921,6.3921,6.3921,6.431,6.4949,6.5611,6.6764,6.6066,6.6066,6.6066,6.5959,6.5822,0.63,,,,8.12,0.12,0.08
Oasis Property Equity D,F00000OBO6,ZAE000134706,31/03/2009,7.2747,7.0474,7.4812,7.4812,7.4812,7.4639,7.5967,7.5452,7.5883,7.659,7.659,7.659,7.6989,7.6438,7.6016,7.6857,7.7358,7.7358,7.7358,7.8952,7.8893,7.8624,7.875,7.7799,7.7799,7.7799,7.8266,7.904,7.9843,8.1245,8.0392,8.0392,8.0392,8.0254,8.0084,0.63,,,,8.12,0.1,0.08
Obsidian SCI Equity B3,F00000WRFM,ZAE000212247,28/12/2015,6.5199,7.1935,14.7964,14.7964,14.7964,14.8437,15.1132,15.0462,15.1224,15.0526,15.0526,15.0526,15.0535,14.9388,14.9335,15.0243,15.2044,15.2044,15.2044,15.213,15.3648,15.2997,15.2486,15.249,15.249,15.249,15.4713,15.5219,15.7166,15.7773,15.728,15.728,15.728,15.7611,15.8608,1.29,,8.04,,9.91,0.3,0.05
Obsidian SCI Equity B6,F00001499I,ZAE000278552,01/10/2019,6.5722,7.2477,14.305,14.305,14.305,14.3515,14.6122,14.5477,14.6216,14.5543,14.5543,14.5543,14.5559,14.4452,14.4403,14.5283,14.7026,14.7026,14.7026,14.7117,14.8587,14.796,14.7468,14.7475,14.7475,14.7475,14.9632,15.0122,15.2009,15.2598,15.2124,15.2124,15.2124,15.2452,15.3418,1.29,,8.04,,9.91,0.35,0.05
Obsidian SCI Equity B7,F00001EAH6,ZAE000310595,11/05/2022,6.6124,7.2891,13.0465,13.0465,13.0465,13.0894,13.3273,13.2686,13.3362,13.2751,13.2751,13.2751,13.277,13.1761,13.1718,13.2523,13.4115,13.4115,13.4115,13.4201,13.5544,13.4974,13.4526,13.4535,13.4535,13.4535,13.6508,13.6957,13.8679,13.9218,13.8786,13.8786,13.8786,13.9092,13.9975,1.29,,8.04,,9.91,0.38,0.05
Old Mutual Albaraka Equity A,F000002CNA,ZAE000021713,01/06/1992,1.4766,3.5127,39.5889,39.5889,39.5889,39.5997,40.3852,40.7863,41.0326,40.857,40.857,40.857,40.4007,40.106,39.947,39.6997,40.0925,40.0925,40.0925,39.8898,40.6177,40.0073,39.5923,39.6929,39.6929,39.6929,39.6205,39.6829,40.0795,40.2726,39.9027,39.9027,39.9027,40.1735,40.9796,1.7,,7.13,,13.3,0.14,0.04
Old Mutual Albaraka Equity B0,F00000WTVV,ZAE000214367,29/01/2016,1.6253,3.6697,28.7962,28.7962,28.7962,28.8081,29.381,29.6743,29.8548,29.7284,29.7284,29.7284,29.4006,29.1876,29.0732,28.8945,29.1818,29.1818,29.1818,29.0383,29.5696,29.1268,28.8259,28.9005,28.9005,28.9005,28.8519,28.8988,29.1889,29.331,29.0629,29.0629,29.0629,29.2642,29.8529,1.7,,7.13,,13.3,0.38,0.04
Old Mutual Albaraka Equity B1,F00000QJES,ZAE000174199,02/01/2013,1.5164,3.5546,27.8187,27.8187,27.8187,27.8273,28.3798,28.662,28.8355,28.7124,28.7124,28.7124,28.3927,28.186,28.0746,27.9012,28.1775,28.1775,28.1775,28.0362,28.5481,28.1195,27.8281,27.8991,27.8991,27.8991,27.8493,27.8936,28.1727,28.3088,28.0491,28.0491,28.0491,28.2405,28.8075,1.7,,7.13,,13.3,0.21,0.04
Old Mutual Capped SWIX Index A,F00000Z38B,ZAE000242947,31/05/2017,5.167,6.7837,2.394,2.394,2.394,2.3942,2.464,2.4541,2.4741,2.4527,2.4527,2.4527,2.4528,2.4371,2.4289,2.4058,2.4516,2.4516,2.4516,2.4654,2.5093,2.4634,2.4405,2.4432,2.4432,2.4432,2.4382,2.4392,2.4974,2.5223,2.5108,2.5108,2.5108,2.5177,2.5564,1.44,,7.68,,11.12,0.04,0.04
Old Mutual Capped SWIX Index B1,F00000Z38C,ZAE000242954,31/05/2017,5.1977,6.8129,2.4311,2.4311,2.4311,2.4315,2.5023,2.4923,2.5126,2.4909,2.4909,2.4909,2.4911,2.4753,2.4669,2.4434,2.4899,2.4899,2.4899,2.5041,2.5487,2.5021,2.4788,2.4815,2.4815,2.4815,2.4766,2.4776,2.5367,2.562,2.5504,2.5504,2.5504,2.5575,2.5967,1.44,,7.68,,11.12,0.04,0.04
Old Mutual Equity A,F000010EEP,ZAE000255378,28/02/2018,6.178,6.8611,2.2925,2.2925,2.2925,2.2915,2.329,2.3413,2.3591,2.3481,2.3481,2.3481,2.3398,2.3278,2.3226,2.3172,2.3485,2.3485,2.3485,2.3599,2.3909,2.3784,2.3534,2.3547,2.3547,2.3547,2.3661,2.3758,2.4069,2.4262,2.4266,2.4266,2.4266,2.4341,2.4498,1.43,,7.82,,11.07,0.02,0.04
Old Mutual Equity B1,F000010EEQ,ZAE000255386,28/02/2018,6.2103,6.8976,2.334,2.334,2.334,2.333,2.3712,2.3838,2.4019,2.3908,2.3908,2.3908,2.3825,2.3701,2.365,2.3594,2.3913,2.3913,2.3913,2.403,2.4346,2.422,2.3964,2.398,2.398,2.398,2.4095,2.4194,2.451,2.4708,2.4712,2.4712,2.4712,2.479,2.495,1.43,,7.82,,11.07,0.03,0.04
Old Mutual Equity B2,F0000142OP,ZAE000255394,28/02/2018,6.3173,7.0027,2.4189,2.4189,2.4189,2.4182,2.4579,2.4709,2.4898,2.4783,2.4783,2.4783,2.4699,2.4573,2.452,2.4463,2.4795,2.4795,2.4795,2.4918,2.5246,2.5116,2.4853,2.4868,2.4868,2.4868,2.4991,2.5094,2.5423,2.563,2.5634,2.5634,2.5634,2.5718,2.5883,1.43,,7.82,,11.07,0,0.04
Old Mutual Equity R,F0000147GE,ZAE000273223,24/05/2019,6.2114,6.8984,2.2613,2.2613,2.2613,2.2604,2.2974,2.3096,2.3271,2.3162,2.3162,2.3162,2.3082,2.2963,2.2913,2.286,2.3168,2.3168,2.3168,2.3282,2.3588,2.3465,2.3218,2.3232,2.3232,2.3232,2.3345,2.344,2.3747,2.3938,2.3942,2.3942,2.3942,2.4017,2.4172,1.43,,7.82,,11.07,0.03,0.04
Old Mutual ESG Equity A,F0000159FB,ZAE000285466,29/05/2020,4.7383,7.0421,2.6069,2.6069,2.6069,2.6181,2.6914,2.6796,2.6988,2.6685,2.6685,2.6685,2.6668,2.6483,2.6335,2.6105,2.6628,2.6628,2.6628,2.6765,2.727,2.6726,2.6579,2.6561,2.6561,2.6561,2.6486,2.6476,2.7139,2.7449,2.7286,2.7286,2.7286,2.7304,2.7905,1.37,,6.86,,9.12,0.05,0.05
Old Mutual ESG Equity B1,F0000159FC,ZAE000285482,29/05/2020,4.7685,7.0706,2.6244,2.6244,2.6244,2.6358,2.7096,2.6977,2.7171,2.6866,2.6866,2.6866,2.6849,2.6664,2.6515,2.6284,2.6811,2.6811,2.6811,2.6949,2.7458,2.691,2.6762,2.6745,2.6745,2.6745,2.667,2.666,2.7328,2.764,2.7476,2.7476,2.7476,2.7495,2.81,1.37,,6.86,,9.12,0.05,0.05
Old Mutual ESG Equity B2,F0000159FD,ZAE000285490,29/05/2020,4.8302,7.1405,2.597,2.597,2.597,2.6083,2.6815,2.6699,2.689,2.6589,2.6589,2.6589,2.6575,2.6392,2.6245,2.6016,2.6539,2.6539,2.6539,2.6677,2.7181,2.6639,2.6493,2.6477,2.6477,2.6477,2.6404,2.6395,2.7057,2.7366,2.7204,2.7204,2.7204,2.7225,2.7825,1.37,,6.86,,9.12,,0.05
Old Mutual FTSE RAFI AW Index FF A,F00000P5R3,ZAE000164679,03/09/2012,9.686,8.8133,7.0246,7.0246,7.0246,6.9923,7.0334,7.3038,7.2887,7.3363,7.3363,7.3363,7.1956,7.1734,7.1712,7.2143,7.2119,7.2119,7.2119,7.1482,7.2606,7.4079,7.3845,7.4113,7.4113,7.4113,7.4753,7.5858,7.5165,7.552,7.598,7.598,7.598,7.705,7.6437,1.66,,7.87,,14.27,,0.03
Old Mutual FTSE RAFI AW Index FF A2,F00000X5HW,ZAE000216388,31/03/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,,7.87,,14.27,,0.03
Old Mutual FTSE RAFI AW Index FF B1,F00000P5R4,ZAE000164687,03/09/2012,9.7119,8.8414,7.2025,7.2025,7.2025,7.1695,7.2118,7.4891,7.4736,7.5225,7.5225,7.5225,7.3784,7.3557,7.3535,7.3978,7.3954,7.3954,7.3954,7.3302,7.4455,7.5967,7.5728,7.6003,7.6003,7.6003,7.666,7.7794,7.7085,7.7449,7.7922,7.7922,7.7922,7.902,7.8393,1.66,,7.87,,14.27,,0.03
